tweet_id,tweet_created_at,text,retweet_count,reply_count,like_count,quote_count,impression_count,lang,ttype,reply_settings,tweet_url,conv_id,user_id,user_page,name,username,description,user_created_at,followers_count,following_count,tweet_count,listed_count,verified
1481293143853129731,2022-01-12 15:53:01+00:00,"Join in a discussion about severe RSV disease in infants with Dr. Jaime Fergie and other pediatric community peers during the #RSVSpeakerSeries. Sign up for the upcoming January 20th event, The Unpredictability of Severe RSV Disease: Dispelling the Myths https://t.co/Gp9DHHneUL",8,0,14,4,0,en,tweet,mentionedUsers,https://twitter.com/twitter/status/1481293143853129731,conv_id: 1481293143853129731,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1479548411280035843,2022-01-07 20:20:04+00:00,Berkeley Research Group: More than half of brand medicine spending goes to the supply chain and others. Read more from @PhRMA. https://t.co/kcjHXGMKYE,1,2,2,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1479548411280035843,conv_id: 1479548411280035843,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1479161396864630792,2022-01-06 18:42:13+00:00,"Living with #MutlipleMyeloma presents unique challenges. We are inspired by people like Roldan, who uses his voice to raise awareness and empower others living with this disease.",0,0,9,1,0,en,tweet,everyone,https://twitter.com/twitter/status/1479161396864630792,conv_id: 1479161396864630792,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1479120164683616258,2022-01-06 15:58:22+00:00,"May improvements in ER antagonism and degradation provide more options for patients with ER+/HER2- metastatic breast cancer? Discover advancements in mBC treatment research.
#UnlockOpportunityinmBC #CrackOpenmBC",3,2,24,2,0,en,tweet,everyone,https://twitter.com/twitter/status/1479120164683616258,conv_id: 1479120164683616258,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1478004663354019845,2022-01-03 14:05:46+00:00,"When life doesn’t go as planned, Daniel Buckelew stays patient. 11 years after his MS diagnosis, Daniel reached his goal of running the Boston Marathon. He inspires us to enter 2022 with patience, positivity and determination. Read more at https://t.co/vlchJzhOz4 #IAmSanofi https://t.co/F7ltwoagwj",2,2,7,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1478004663354019845,conv_id: 1478004663354019845,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1487045292520267782,2022-01-28 12:50:00+00:00,"With @Regeneron, we provided a regulatory update in advanced cervical cancer. https://t.co/shIOoCAzp3",0,0,0,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1487045292520267782,conv_id: 1487045292520267782,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1486704327406272512,2022-01-27 14:15:07+00:00,"We believe everyone should always be able to be themselves. That’s why we build a culture to support all of our employees, and we appreciate the @HRC for recognizing us as a “Best Place to Work for LGBTQ Equality.” Learn more at https://t.co/GqYnJWIu8p #CEI2022 https://t.co/86ncwN2d4M",3,0,5,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1486704327406272512,conv_id: 1486704327406272512,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1486422807588261895,2022-01-26 19:36:28+00:00,"Is more potential possible for patients with ER+/HER2- metastatic breast cancer? Click to unlock additional research in endocrine resistance.
 #UnlockOpportunityinmBC #CrackOpenmBC",0,0,0,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1486422807588261895,conv_id: 1486422807588261895,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1484163855685201921,2022-01-20 14:00:12+00:00,Asthma. Atopic dermatitis. Eosinophilic esophagitis. Chronic rhinosinusitis with nasal polyps. These different diseases have something in common. Learn about type 2 inflammation—and how better understanding can lead to important connections: https://t.co/GhQ2ent4w2 @Regeneron https://t.co/DAPEdr4yzp,3,0,4,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1484163855685201921,conv_id: 1484163855685201921,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1483802625560690689,2022-01-19 14:04:48+00:00,"Together with @Regeneron, we’re announcing positive topline data from our second pivotal trial in adults with #PrurigoNodularis, a chronic inflammatory skin disease that causes extreme itch. Learn more.",0,0,6,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1483802625560690689,conv_id: 1483802625560690689,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1483069140864806913,2022-01-17 13:30:11+00:00,"He inspired. He challenged. He dreamed. Today, we honor Dr. Martin Luther King Jr. Tomorrow, we continue to answer his call to build a more equitable world. #MLKDay https://t.co/lMsdyuc6WI",3,0,11,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1483069140864806913,conv_id: 1483069140864806913,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1481989481087393795,2022-01-14 14:00:00+00:00,"Underlying type 2 inflammation may be present, even when symptoms are not. By learning more about type 2 inflammation, people can better understand their disease(s) and find different paths forward. @Regeneron",10,3,34,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1481989481087393795,conv_id: 1481989481087393795,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1481692964439183363,2022-01-13 18:21:45+00:00,Is chronic type 2 inflammation driving your disease? Discover the role of excessive type 2 inflammation and if it could be explaining your symptoms. https://t.co/UF2iij1hBY @Regeneron,0,0,3,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1481692964439183363,conv_id: 1481692964439183363,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1481679221114253319,2022-01-13 17:27:09+00:00,"Severe respiratory syncytial virus (RSV) disease is unpredictable. Are ALL infants at risk? 

Learn more during the #RSVSpeakerSeries. Sign up for the January 20th event, The Unpredictability of Severe RSV Disease: Dispelling the Myths: https://t.co/lMSI3fSCz9 

#RethinkRSV #RSV",15,0,33,3,0,en,tweet,mentionedUsers,https://twitter.com/twitter/status/1481679221114253319,conv_id: 1481679221114253319,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1481294233319485449,2022-01-12 15:57:20+00:00,"Join in a discussion about severe RSV disease in infants with Dr. Joseph Domachowske and other pediatric community peers during the #RSVSpeakerSeries. Sign up for the January 20th event, The Unpredictability of Severe RSV Disease: Dispelling the Myths https://t.co/Gp9DHHneUL",5,0,11,1,0,en,tweet,mentionedUsers,https://twitter.com/twitter/status/1481294233319485449,conv_id: 1481294233319485449,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1481293143853129731,2022-01-12 15:53:01+00:00,"Join in a discussion about severe RSV disease in infants with Dr. Jaime Fergie and other pediatric community peers during the #RSVSpeakerSeries. Sign up for the upcoming January 20th event, The Unpredictability of Severe RSV Disease: Dispelling the Myths https://t.co/Gp9DHHneUL",8,0,14,4,0,en,tweet,mentionedUsers,https://twitter.com/twitter/status/1481293143853129731,conv_id: 1481293143853129731,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1479548411280035843,2022-01-07 20:20:04+00:00,Berkeley Research Group: More than half of brand medicine spending goes to the supply chain and others. Read more from @PhRMA. https://t.co/kcjHXGMKYE,1,2,2,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1479548411280035843,conv_id: 1479548411280035843,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1479161396864630792,2022-01-06 18:42:13+00:00,"Living with #MutlipleMyeloma presents unique challenges. We are inspired by people like Roldan, who uses his voice to raise awareness and empower others living with this disease.",0,0,9,1,0,en,tweet,everyone,https://twitter.com/twitter/status/1479161396864630792,conv_id: 1479161396864630792,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1479120164683616258,2022-01-06 15:58:22+00:00,"May improvements in ER antagonism and degradation provide more options for patients with ER+/HER2- metastatic breast cancer? Discover advancements in mBC treatment research.
#UnlockOpportunityinmBC #CrackOpenmBC",3,2,24,2,0,en,tweet,everyone,https://twitter.com/twitter/status/1479120164683616258,conv_id: 1479120164683616258,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1478004663354019845,2022-01-03 14:05:46+00:00,"When life doesn’t go as planned, Daniel Buckelew stays patient. 11 years after his MS diagnosis, Daniel reached his goal of running the Boston Marathon. He inspires us to enter 2022 with patience, positivity and determination. Read more at https://t.co/vlchJzhOz4 #IAmSanofi https://t.co/F7ltwoagwj",2,2,7,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1478004663354019845,conv_id: 1478004663354019845,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1497653670246330368,2022-02-26 19:23:54+00:00,"With @Regeneron, we’re presenting positive late-breaking data for our investigational medicine in eosinophilic esophagitis, a chronic and progressive disease that damages the esophagus. Learn more about our research at #AAAAI22: https://t.co/9TQMoSXkFo https://t.co/Z7K0Tcoe02",0,0,6,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1497653670246330368,conv_id: 1497653670246330368,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1497652939938320384,2022-02-26 19:21:00+00:00,"With @Regeneron, we’re sharing late-breaking pivotal data at #AAAAI22 for our investigational medicine in chronic spontaneous urticaria. Learn more: https://t.co/6kwAqiUra3 https://t.co/o7pMVvOGuR",1,1,3,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1497652939938320384,conv_id: 1497652939938320384,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1497248671993417733,2022-02-25 16:34:35+00:00,"Through our continued partnership with @BARDA, we can help ensure preparedness measures are in place to help reduce the impact of the flu and its complications. https://t.co/BjS79tQvuG",1,1,5,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1497248671993417733,conv_id: 1497248671993417733,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1497211312027353132,2022-02-25 14:06:08+00:00,"We are proud to work with the @NFIDvaccines to help raise awareness about RSV, the leading cause of hospitalization in infants under 12 months. Check out the NFID’s full report on RSV to learn more: https://t.co/0Q7uDTHvHN #RallyAgainstRSV https://t.co/pTJShQsKyh",1,1,5,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1497211312027353132,conv_id: 1497211312027353132,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1496875554498392065,2022-02-24 15:51:57+00:00,We’re committed to advancing the standard of care for people living with #MultipleSclerosis and are excited to share the latest research on our investigational BTK inhibitor for MS at #ACTRIMS: https://t.co/5fYVuvCqb8 https://t.co/gZRfx8dvui,0,0,6,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1496875554498392065,conv_id: 1496875554498392065,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1496157707165908995,2022-02-22 16:19:29+00:00,Learn more about the role type 2 inflammation plays in eosinophilic esophagitis.,0,0,3,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1496157707165908995,conv_id: 1496157707165908995,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1496149339261091840,2022-02-22 15:46:14+00:00,We’re excited to be at #ACTRIMS to share our latest research in #MultipleSclerosis. Visit us at Booth 306. https://t.co/grDGfq9ju1,0,0,2,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1496149339261091840,conv_id: 1496149339261091840,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1496148939493494803,2022-02-22 15:44:38+00:00,We’re excited to be at #ACTRIMS presenting new data on our investigational BTK inhibitor for #MultipleSclerosis. https://t.co/t7spKZUnG2,0,0,4,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1496148939493494803,conv_id: 1496148939493494803,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1496115473896906756,2022-02-22 13:31:40+00:00,Living legend Dr. Marilyn Hughes Gaston changed sickle cell disease care and helped change the lives of countless people. We’re thankful for the paths she’s blazed and fortitude she’s shown. #BlackHistoryMonth https://t.co/ms9H5TLb5w,1,2,5,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1496115473896906756,conv_id: 1488521477473423363,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1495800972748247040,2022-02-21 16:41:57+00:00,"All flu vaccines aren’t created equal. Without clear guidance, health disparities will continue to grow, especially for older adults. Learn how clear flu vaccine recommendations could help save lives.",0,0,5,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1495800972748247040,conv_id: 1495800972748247040,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1494726776018415626,2022-02-18 17:33:28+00:00,"We are committed to help protect ALL infants from respiratory syncytial virus (RSV). 23 years after her son was hospitalized with RSV, Sanofi’s Robin Johnson is still dedicated to raising awareness. 
 
Read Robin’s story and learn why we #RallyAgainstRSV https://t.co/1AeGhxYLsR https://t.co/cSo4jPsEfm",5,3,15,1,0,en,tweet,everyone,https://twitter.com/twitter/status/1494726776018415626,conv_id: 1494726776018415626,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1494693910836400130,2022-02-18 15:22:53+00:00,"When type 2 inflammatory diseases are present throughout your family, daily life can be uniquely challenging. Joana copes with atopic dermatitis in her family, while Kara manages the impact of eosinophilic esophagitis. 

Learn how type 2 inflammation can impact families.",1,1,4,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1494693910836400130,conv_id: 1494693910836400130,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1494693509818892299,2022-02-18 15:21:17+00:00,"When type 2 inflammatory diseases are present throughout your family, daily life can be uniquely challenging. Joana copes with atopic dermatitis in her family, while Kara manages the impact of eosinophilic esophagitis. 

Learn how type 2 inflammation can impact families.",1,2,13,2,0,en,tweet,everyone,https://twitter.com/twitter/status/1494693509818892299,conv_id: 1494693509818892299,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1494411642049904645,2022-02-17 20:41:14+00:00,"Older adults are at a higher risk of flu-related complications. To help them, the Advisory Committee on Immunization Practices must do one thing: trust the science.",1,25,14,5,0,en,tweet,everyone,https://twitter.com/twitter/status/1494411642049904645,conv_id: 1494411642049904645,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1494370268738895874,2022-02-17 17:56:50+00:00,"Older adults are at a higher risk of flu-related complications, and they need proven protection. See how the Advisory Committee on Immunization Practices could be crucial in addressing the issue: https://t.co/xo4ArMRes6 https://t.co/MJXJ2Wqica",0,1,1,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1494370268738895874,conv_id: 1494370268738895874,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
1493593181232971778,2022-02-15 14:28:58+00:00,"#BlackHistoryMonth isn’t limited to the past. It’s about celebrating the Black men and women who are leading change in their fields today, like our operations leader Dr. Yves Fomekong Nanfack. https://t.co/RVrR3SSPcV",2,1,4,0,0,en,tweet,everyone,https://twitter.com/twitter/status/1493593181232971778,conv_id: 1488521477473423363,183033795, https://twitter.com/i/user/183033795,Sanofi US,SanofiUS,Official SanofiUS Twitter feed. We chase the miracles of science to improve people’s lives. For U.S. residents only. https://t.co/pxa3CmSFxS,2010-08-26 00:25:41+00:00,84018,5932,18266,1030,False
